Count of Invoice,Type of Request,REQUEST ID,CREATED BY,CREATED ON,BRANCH NAME,SUPPLIER CODE,NAME,COUNTRY,CURRENCY,TYPE OF REQUEST,Amount,TASK START,Actioned Date,Request Received Stage,Request received date,Completed Date,Status of Request,Pending Reason,Pending With Approver/Requestor,QC Status,Audited By,Auditor Comments,Ageing-SLA-FPY,Ageing-SLA-2,Ageing of Re-work Days,Ageing of Re-work,Month,Unnamed: 28, Amount 
1.0,Union,404690,Sarah Moore,2023-11-05 00:00:00,3322 - South Barrymouth,OZ53WY-961,Mayo-Wilkerson,United States,USD,Union,75179.28,2023-11-05 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-05 00:00:00,2023-11-07 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,350703,Angela Lopez,2023-11-06 00:00:00,4586 - Port Amanda,Ja04uP-808,"Ellis, Hudson and Schultz",United States,USD,Union,342,2023-11-06 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-06 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,489221,Megan Young,2023-11-06 00:00:00,8313 - Scottview,xH74Tq-987,"Dyer, Petersen and Curtis",United States,USD,Union,190672.58,2023-11-06 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-06 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,879427,Steve Sanchez,2023-11-06 00:00:00,9535 - Port Alex,GD02en-493,Kidd-Leonard,Canada,CAD,Union,20151.73,2023-11-06 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-06 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,829016,Lisa Barnes,2023-11-06 00:00:00,9771 - Zacharystad,KS89ov-927,Adams Group,Canada,CAD,Union,82934.78,2023-11-06 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-06 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,452183,Kelly Donovan,2023-11-06 00:00:00,9454 - LEWISMOUTH,VX44Nb-458,"Lopez, Byrd and Woods",Canada,CAD,Union,82934.78,2023-11-06 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-06 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Engie,177436,Mike Allen,2023-11-06 00:00:00,5392 - Hannahtown,LV57Mu-301,Williams Inc,United States,USD,Engie Bills,8297.08,2023-11-06 00:00:00,2023-11-06 00:00:00,Engie Portal,2023-11-06 00:00:00,2023-11-06 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
1.0,Engie,712854,Michael Evans,2023-11-06 00:00:00,1862 - Natalieberg,YR26CO-145,Thompson LLC,United States,USD,Engie Bills,8277.16,2023-11-06 00:00:00,2023-11-06 00:00:00,Engie Portal,2023-11-06 00:00:00,2023-11-06 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
1.0,AR Refund,316734,Paul Jones,2023-11-05 00:00:00,3359 - lopezton,Bo82Bn-456,Wilkinson and Sons,United States,USD,AR Refund Check,973.36,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,AR Refund,550732,Zachary Ferrell,2023-11-06 00:00:00,5816 - east davidmouth,fA05mC-128,Green Ltd,United States,USD,AR Refund Check,4803.23,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,AR Refund,823211,Daniel Baker,2023-11-06 00:00:00,5608 - Port Elizabeth,Dp99mW-631,"Frost, Simmons and Day",United States,USD,AR Refund Check,14288.92,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,AR Refund,536851,Shirley Suarez,2023-11-06 00:00:00,6979 - Laraview,Op38zK-568,Brown Inc,United States,USD,AR Refund Check,442.55,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00, COMPLETED ,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,AR Refund,884653,Christopher Bass,2023-11-06 00:00:00,7172 - LAKE STACY,vR57cT-001,Cannon-Whitney,United States,USD,AR Refund Check,16.93,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,AR Refund,888566,Lisa Archer,2023-11-06 00:00:00,6405 - Vasquezhaven,jN34lm-316,Villegas Inc,United States,USD,AR Refund Check,10818.86,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,AR Refund,602360,Aimee Montoya,2023-11-06 00:00:00,9358 - Juliehaven,qm56px-213,Thomas LLC,United States,USD,AR Refund Check,4187.6,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,AR Refund,184646,Matthew Mcmillan,2023-11-06 00:00:00,1377 - STACYVIEW,Ft71Ni-205,Phillips and Sons,United States,USD,AR Refund Check,136.17,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,AR Refund,161793,Brian Rodriguez,2023-11-06 00:00:00,8006 - New Annashire,yG13lH-860,"Martin, Washington and Johnson",United States,USD,AR Refund Check,6115.82,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,AR Refund,237359,Denise Jacobs,2023-11-06 00:00:00,8231 - Wendyshire,cj97qx-287,Adams Inc,United States,USD,AR Refund Check,7.74,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-09 00:00:00, COMPLETED ,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,AR Refund,735856,Christina Walters,2023-11-06 00:00:00,6497 - North James,Rd64Ez-531,"Mcmahon, Wright and Wright",United States,USD,AR Refund Check,47.6,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,AR Refund,934796,John Whitehead,2023-11-06 00:00:00,2497 - Lake Arthur,XR90Ky-700,Martin PLC,United States,USD,AR Refund Check,499.96,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,AR Refund,479328,Anna Henderson,2023-11-06 00:00:00,6497 - ryanmouth,tq08oP-967,"Hill, Wheeler and Martinez",United States,USD,AR Refund Check,437.2,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,AR Refund,498057,Aaron Wise,2023-11-06 00:00:00,1945 - South Christine,PF59eA-345,Anderson PLC,United States,USD,AR Refund Check,4284.28,2023-11-07 00:00:00,2023-11-20 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-20 00:00:00,COMPLETED,,,Not audited,,,9.0,,,,Nov-23,1.0,
1.0,AR Refund,792633,Deborah Figueroa,2023-11-06 00:00:00,3021 - North Juliaburgh,yb15AR-633,Ward PLC,United States,USD,AR Refund Check,4238.01,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,AR Refund,474778,Jessica Smith,2023-11-06 00:00:00,7354 - port rhonda,ne10lm-132,Rogers Group,United States,USD,AR Refund Check,22174.68,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Check Processor,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,323721,Stephen Mckee,2023-11-07 00:00:00,1195 - East Catherinefurt,BG03sC-672,Lambert Ltd,United States,USD,Union,620.45,2023-11-07 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Union,946411,Sandra Aguilar,2023-11-07 00:00:00,6312 - Gonzaleztown,Mc30mv-816,Kline Ltd,United States,USD,Union,300817.11,2023-11-07 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Union,777359,Cameron Parker,2023-11-07 00:00:00,2593 - EAST MICHAEL,zj03GU-420,Chapman-Perez,United States,USD,Union,1748,2023-11-07 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Union,694283,Rebecca Valencia,2023-11-07 00:00:00,2984 - gomeztown,is95Jv-804,Gray-Campbell,United States,USD,Union,552,2023-11-07 00:00:00,2023-11-07 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Union,337298,Christine Wright,2023-11-07 00:00:00,2158 - North Scott,Vo11Lk-688,"Gallagher, Reynolds and Vaughn",United States,USD,Union,50211.44,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,Union,325251,Richard Henson,2023-11-07 00:00:00,4435 - Port Michaelton,FJ11wH-436,"Daniels, Reynolds and Rodriguez",United States,USD,Union,1659.5,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,154203,Marc Moore,2023-11-07 00:00:00,1489 - Lake Steven,yE73BV-346,"Bridges, Lucas and Johns",United States,USD,Union,1773501.85,2023-11-07 00:00:00,2023-11-13 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-13 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,4.0,,,,Nov-23,1.0,
1.0,Union,727481,Sharon Cherry,2023-11-07 00:00:00,2755 - North David,db68VF-293,Dyer and Sons,United States,USD,Union,503281.11,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,753244,Sierra Johnson,2023-11-07 00:00:00,9585 - jasonside,CY37Fs-038,Ford and Sons,United States,USD,Union,42160.73,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,106727,Evelyn Galvan,2023-11-07 00:00:00,6997 - Adamport,bH64Hk-385,Ortiz Inc,United States,USD,Union,10070.39,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,535629,Sharon Cochran,2023-11-07 00:00:00,4435 - East Christian,VW57vX-044,"Bernard, Chavez and Gomez",United States,USD,Union,147047.1,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,663735,Richard Rodriguez,2023-11-07 00:00:00,3125 - Lake Benjamin,xO54GI-283,Moore and Sons,United States,USD,Union,35044.26,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,344365,Shannon Walker,2023-11-07 00:00:00,4635 - Mahoneyberg,Lr74oI-210,Galloway and Sons,United States,USD,Union,811440.47,2023-11-07 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,274395,Julia Torres,2023-11-07 00:00:00,5681 - West Allisonville,PU05qV-479,"Roberts, Jordan and Williams",United States,USD,Union,185978.4,2023-11-07 00:00:00,2023-11-09 00:00:00,AP Processing,2023-11-07 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,Engie,528344,Crystal Johnson,2023-11-07 00:00:00,8698 - New Johnton,hH89WB-830,Beasley-Tate,Canada,CAD,Engie Bills,4649.45,2023-11-07 00:00:00,2023-11-07 00:00:00,Engie Portal,2023-11-07 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Engie,724677,Garrett Lin,2023-11-07 00:00:00,5229 - Kennethport,YT08oK-075,"Gomez, Shea and Roach",Canada,CAD,Engie Bills,871.36,2023-11-07 00:00:00,2023-11-07 00:00:00,Engie Portal,2023-11-07 00:00:00,2023-11-07 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Union,274151,Diana May,2023-11-08 00:00:00,1274 - Robinsonhaven,CW39WB-856,"West, Smith and Jones",United States,USD,Union,11980.8,2023-11-08 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Union,610383,William Herrera,2023-11-08 00:00:00,5999 - Scottfort,cL00Gp-427,Johnson and Sons,United States,USD,Union,433637.02,2023-11-08 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
1.0,Union,112361,Ashley Waller,2023-11-08 00:00:00,5817 - Dyershire,OL96tO-548,"Buckley, Mitchell and Bryant",United States,USD,Union,1487058.23,2023-11-08 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
1.0,Union,314093,Victor Baker,2023-11-08 00:00:00,2750 - West Mariah,nA33oq-805,Campbell-Peters,United States,USD,Union,106233.25,2023-11-08 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
1.0,Union,275943,Jeffrey Chandler,2023-11-08 00:00:00,4516 - Daniellemouth,cq71XX-678,Logan Ltd,United States,USD,Union,60792.65,2023-11-08 00:00:00,2023-11-08 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Union,670242,Larry Dixon,2023-11-08 00:00:00,1480 - New Maria,qw78Yi-054,Daniels Inc,United States,USD,Union,242056.73,2023-11-08 00:00:00,2023-11-10 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-10 00:00:00,COMPLETED,,,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,Union,910204,Kenneth Scott,2023-11-08 00:00:00,6380 - Micheleside,qL92gs-582,"Jones, Flores and Robles",United States,USD,Union,37075.73,2023-11-08 00:00:00,2023-11-09 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-09 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,395512,April Frost,2023-11-08 00:00:00,9329 - South Dustin,uK80lg-874,Powell-King,United States,USD,Union,887,2023-11-08 00:00:00,2023-11-14 00:00:00,AP Processing,2023-11-08 00:00:00,2023-11-14 00:00:00,COMPLETED,,,Not audited,,,4.0,,,,Nov-23,1.0,
1.0,Engie,484909,Michelle Harmon,2023-11-08 00:00:00,9173 - PORT ZACHARY,wH89Ey-310,Flores-Case,United States,USD,Engie Bills,9852.1,2023-11-08 00:00:00,2023-11-08 00:00:00,Engie Portal,2023-11-08 00:00:00,2023-11-08 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
1.0,Engie,490127,Helen Jones,2023-11-08 00:00:00,1919 - South Sarah,eJ86rf-946,"Baker, Burke and Gardner",United States,USD,Engie Bills,9077.93,2023-11-08 00:00:00,2023-11-08 00:00:00,Engie Portal,2023-11-08 00:00:00,2023-11-08 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
1.0,Check Request,794530,Erin Edwards,2023-10-31 00:00:00,1032 - New Michael,gQ65FJ-714,"Roy, Mendoza and Hicks",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,4607.5,2023-11-09 00:00:00,2023-11-10 00:00:00,Processor,2023-11-09 00:00:00,2023-11-10 00:00:00,COMPLETED,-,-,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,234978,Michelle Evans,2023-11-09 00:00:00,8856 - New Matthewstad,zA74mi-105,"Soto, Williams and Schneider",United States,USD,Union,189326.2,2023-11-09 00:00:00,2023-11-10 00:00:00,AP Processing,2023-11-09 00:00:00,2023-11-10 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,832472,Jason Powell,2023-11-09 00:00:00,3149 - Deborahchester,cl62Xv-463,Franklin-Rogers,Canada,CAD,Union,20884.79,2023-11-09 00:00:00,2023-11-10 00:00:00,AP Processing,2023-11-09 00:00:00,2023-11-10 00:00:00, COMPLETED ,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Check Request,458143,Cameron Fisher,2023-11-09 00:00:00,8175 - West Rebeccashire,vE78Jy-653,Smith PLC,United States,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,7204.5,2023-11-09 00:00:00,2023-11-10 00:00:00,Processor,2023-11-09 00:00:00,2023-11-10 00:00:00,COMPLETED,-,-,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,408527,Megan Orr,2023-11-09 00:00:00,4799 - East Brianhaven,Xb66oj-736,Bennett Group,Canada,CAD,Union,11020.57,2023-11-09 00:00:00,2023-11-10 00:00:00,AP Processing,2023-11-09 00:00:00,2023-11-10 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,582767,Elizabeth Kelley,2023-11-09 00:00:00,6132 - New Rodneymouth,JB11fw-245,Dominguez and Sons,Canada,CAD,Union,6431.51,2023-11-09 00:00:00,2023-11-10 00:00:00,AP Processing,2023-11-09 00:00:00,2023-11-10 00:00:00,COMPLETED,,,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Union,115406,Dustin Jordan,2023-11-09 00:00:00,3911 - Josehaven,tq47ST-998,Sanders Group,Canada,CAD,Union,709575.55,2023-11-09 00:00:00,2023-11-10 00:00:00,AP Processing,2023-11-09 00:00:00,2023-11-10 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Union,466684,Mary Marshall,2023-11-09 00:00:00,7296 - Hughesmouth,MA18Gn-519,"Rodriguez, Taylor and Shelton",Canada,CAD,Union,1951267.08,2023-11-09 00:00:00,2023-11-10 00:00:00,AP Processing,2023-11-09 00:00:00,2023-11-10 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,1.0,,,,Nov-23,1.0,
1.0,Check Request,857183,Daniel Kennedy,2023-11-08 00:00:00,4237 - Port Jeanetteport,LO27dG-628,Huff-Walker,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,450,2023-11-10 00:00:00,2023-11-20 00:00:00,Processor,2023-11-10 00:00:00,2023-11-20 00:00:00,COMPLETED,-,-,Not audited,,,6.0,,,,Nov-23,1.0,
1.0,Check Request,761280,Rebecca Jackson,2023-11-10 00:00:00,8291 - brendaville,xL23Aa-710,Stone PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,24037.6,2023-11-10 00:00:00,2023-11-10 00:00:00,Processor,2023-11-10 00:00:00,2023-11-10 00:00:00,COMPLETED,-,-,Pass,Prashanth,Passed,0.0,,,,Nov-23,1.0,
2.0,Check Request,278069,Jose Schultz,2023-06-21 00:00:00,9243 - Jillianhaven,br23CT-398,Hansen-Torres,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,11953,2023-11-10 00:00:00,2023-11-10 00:00:00,Processor,2023-11-10 00:00:00,2023-11-10 00:00:00,COMPLETED,-,-,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Check Request,738750,Robert Potter,2023-07-05 00:00:00,4265 - Lake Jonathan,rm32SW-722,"Fuller, Avila and English",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,159.09,2023-11-10 00:00:00,2023-11-13 00:00:00,Processor,2023-11-10 00:00:00,2023-11-13 00:00:00,COMPLETED,-,-,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Check Request,398298,Courtney Gonzalez,2023-08-01 00:00:00,3735 - Josephton,Bi75wK-811,Smith-Sanchez,Canada,CAD,Legal Obligations (i.e. Taxes),535.8,2023-11-10 00:00:00,2023-11-21 00:00:00,Processor,2023-11-10 00:00:00,2023-11-21 00:00:00,COMPLETED,-,-,Not audited,,,7.0,,,,Nov-23,1.0,
1.0,Check Request,502886,David Alvarez,2023-08-07 00:00:00,6774 - West Anthony,xe69hr-718,Garner LLC,United States,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,5148,2023-11-10 00:00:00,2023-11-13 00:00:00,Processor,2023-11-10 00:00:00,2023-11-13 00:00:00,COMPLETED,-,-,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Check Request,462386,Angel Perry,2023-08-11 00:00:00,4131 - Larsonstad,mh77Su-716,Crawford LLC,United States,USD,Legal Obligations (i.e. Taxes),1600,2023-11-10 00:00:00,2023-11-10 00:00:00,Processor,2023-11-10 00:00:00,2023-11-10 00:00:00,COMPLETED,-,-,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Check Request,537672,Cheyenne Horton,2023-08-16 00:00:00,1087 - Kristenborough,Yz93jP-809,"Henson, Davis and Bird",Canada,CAD,Legal Obligations (i.e. Taxes),5010.47,2023-11-10 00:00:00,2023-11-10 00:00:00,Processor,2023-11-10 00:00:00,2023-11-10 00:00:00, COMPLETED ,-,-,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Check Request,382899,David Douglas Jr.,2023-08-23 00:00:00,5045 - michellehaven,HV78Ke-611,Tate LLC,United States,USD,Legal Obligations (i.e. Taxes),13973,2023-11-10 00:00:00,2023-11-13 00:00:00,Processor,2023-11-10 00:00:00,2023-11-13 00:00:00,COMPLETED,-,-,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Check Request,706550,Patricia Rodriguez,2023-09-12 00:00:00,1437 - Port Bryanberg,XX92TR-834,"Norton, Montgomery and Sherman",United States,USD,Utility,500,2023-11-10 00:00:00,2023-11-13 00:00:00,Processor,2023-11-10 00:00:00,2023-11-13 00:00:00,COMPLETED,-,-,Not audited,,,1.0,,,,Nov-23,1.0,
1.0,Check Request,107043,Christopher Rubio,2023-09-15 00:00:00,4545 - South Samuel,QG40ov-260,"Lewis, Sims and Vang",United States,USD,Legal Obligations (i.e. Taxes),222.22,2023-11-10 00:00:00,2023-11-14 00:00:00,Processor,2023-11-10 00:00:00,2023-11-14 00:00:00,COMPLETED,-,-,Not audited,,,2.0,,,,Nov-23,1.0,
1.0,Check Request,171066,Amber Wright,2023-09-15 00:00:00,4551 - Kevinmouth,OO88nx-974,Porter Inc,United States,USD,Legal Obligations (i.e. Taxes),25,2023-11-10 00:00:00,2023-11-14 00:00:00,Processor,2023-11-10 00:00:00,2023-11-14 00:00:00, COMPLETED ,-,-,Not audited,,,2.0,,,,Nov-23,1.0,
3.0,Check Request,217923,Joyce Solis,2023-09-26 00:00:00,3816 - Peckview,sk40at-858,"Ross, Nielsen and Baker",United States,USD,Legal Obligations (i.e. Taxes),350,2023-11-10 00:00:00,2023-11-10 00:00:00,Processor,2023-11-10 00:00:00,2023-11-10 00:00:00,COMPLETED,-,-,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Check Request,724142,Victoria Larson,2023-09-27 00:00:00,8165 - Autumnburgh,GF95yD-492,Gonzalez-Scott,United States,USD,Legal Obligations (i.e. Taxes),4268.25,2023-11-10 00:00:00,2023-11-22 00:00:00,Processor,2023-11-10 00:00:00,2023-11-22 00:00:00,COMPLETED,-,-,Not audited,,,8.0,,,,Nov-23,1.0,
1.0,Check Request,323479,Stephanie Salazar,2023-10-02 00:00:00,4054 - Justinville,WH56AA-753,"Thomas, Charles and Long",United States,USD,Utility,17515.98,2023-11-10 00:00:00,2023-11-14 00:00:00,Processor,2023-11-10 00:00:00,2023-11-14 00:00:00,COMPLETED,-,-,Pass,Prashanth,Passed,2.0,,,,Nov-23,1.0,
1.0,Check Request,244617,Kathy Rivas,2023-10-04 00:00:00,2461 - East Willie,Pn88WL-145,"Ramos, Jimenez and Johnson",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,152.33,2023-11-10 00:00:00,2023-11-21 00:00:00,Processor,2023-11-10 00:00:00,2023-11-21 00:00:00,COMPLETED,-,-,Not audited,,,7.0,,,,Nov-23,1.0,
1.0,Check Request,559876,Stephanie Manning,2023-10-09 00:00:00,4399 - Port Keith,Fn24mZ-133,Garcia and Sons,United States,USD,Legal Obligations (i.e. Taxes),292514.27,2023-11-10 00:00:00,2023-12-07 00:00:00,Processor,2023-11-10 00:00:00,2023-12-07 00:00:00,COMPLETED,-,-,Not audited,,,19.0,,,,Nov-23,1.0,
1.0,Check Request,152924,David Wright,2023-10-10 00:00:00,9612 - South Caitlyn,gM26Ot-408,"Shannon, Brooks and Garza",United States,USD,Utility,500,2023-11-10 00:00:00,2023-11-10 00:00:00,Processor,2023-11-10 00:00:00,2023-11-10 00:00:00, COMPLETED ,-,-,Not audited,,,0.0,,,,Nov-23,1.0,
1.0,Check Request,435965,Pamela Boyd,2023-10-17 00:00:00,4682 - north trevorport,Xj44bH-890,Hays-Costa,Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1022.04,2023-11-10 00:00:00,2023-11-10 00:00:00,Processor,2023-11-10 00:00:00,2023-11-10 00:00:00,COMPLETED,-,-,Not audited,,,0.0,,,,Nov-23,1.0,
