count_of_invoice,type_of_request,request_id,created_by,created_on,branch_name,supplier_code,name,country,currency,sub_request_type,amount,task_start,actioned_date,request_received_stage,request_received_date,completed_date,status_of_request,pending_reason,pending_with_approver/requestor,qc_status,audited_by,auditor_comments,ageing_sla_fpy,month,,,,,
1,AR Refund,888566,Lisa Archer,06-11-23,6405 - Vasquezhaven,jN34lm-316,Villegas Inc,United States,USD,AR Refund Check,10819,07-11-23,08-11-23,AP Check Processor,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,AR Refund,602360,Aimee Montoya,06-11-23,9358 - Juliehaven,qm56px-213,Thomas LLC,United States,USD,AR Refund Check,4188,07-11-23,09-11-23,AP Check Processor,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,AR Refund,184646,Matthew Mcmillan,06-11-23,1377 - STACYVIEW,Ft71Ni-205,Phillips and Sons,United States,USD,AR Refund Check,136,07-11-23,09-11-23,AP Check Processor,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,AR Refund,161793,Brian Rodriguez,06-11-23,8006 - New Annashire,yG13lH-860,"Martin, Washington and Johnson",United States,USD,AR Refund Check,6116,07-11-23,09-11-23,AP Check Processor,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,AR Refund,237359,Denise Jacobs,06-11-23,8231 - Wendyshire,cj97qx-287,Adams Inc,United States,USD,AR Refund Check,8,07-11-23,09-11-23,AP Check Processor,07-11-23,09-11-23, COMPLETED ,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,AR Refund,735856,Christina Walters,06-11-23,6497 - North James,Rd64Ez-531,"Mcmahon, Wright and Wright",United States,USD,AR Refund Check,48,07-11-23,09-11-23,AP Check Processor,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,AR Refund,934796,John Whitehead,06-11-23,2497 - Lake Arthur,XR90Ky-700,Martin PLC,United States,USD,AR Refund Check,500,07-11-23,09-11-23,AP Check Processor,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,AR Refund,479328,Anna Henderson,06-11-23,6497 - ryanmouth,tq08oP-967,"Hill, Wheeler and Martinez",United States,USD,AR Refund Check,437,07-11-23,09-11-23,AP Check Processor,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,AR Refund,498057,Aaron Wise,06-11-23,1945 - South Christine,PF59eA-345,Anderson PLC,United States,USD,AR Refund Check,4284,07-11-23,20-11-23,AP Check Processor,07-11-23,20-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,9.00,Nov-23,,,,,
1,AR Refund,792633,Deborah Figueroa,06-11-23,3021 - North Juliaburgh,yb15AR-633,Ward PLC,United States,USD,AR Refund Check,4238,07-11-23,08-11-23,AP Check Processor,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,AR Refund,474778,Jessica Smith,06-11-23,7354 - port rhonda,ne10lm-132,Rogers Group,United States,USD,AR Refund Check,22175,07-11-23,08-11-23,AP Check Processor,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,323721,Stephen Mckee,07-11-23,1195 - East Catherinefurt,BG03sC-672,Lambert Ltd,United States,USD,Union,620,07-11-23,07-11-23,AP Processing,07-11-23,07-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Union,946411,Sandra Aguilar,07-11-23,6312 - Gonzaleztown,Mc30mv-816,Kline Ltd,United States,USD,Union,300817,07-11-23,07-11-23,AP Processing,07-11-23,07-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Union,777359,Cameron Parker,07-11-23,2593 - EAST MICHAEL,zj03GU-420,Chapman-Perez,United States,USD,Union,1748,07-11-23,07-11-23,AP Processing,07-11-23,07-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Union,694283,Rebecca Valencia,07-11-23,2984 - gomeztown,is95Jv-804,Gray-Campbell,United States,USD,Union,552,07-11-23,07-11-23,AP Processing,07-11-23,07-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Union,337298,Christine Wright,07-11-23,2158 - North Scott,Vo11Lk-688,"Gallagher, Reynolds and Vaughn",United States,USD,Union,50211,07-11-23,09-11-23,AP Processing,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,Union,325251,Richard Henson,07-11-23,4435 - Port Michaelton,FJ11wH-436,"Daniels, Reynolds and Rodriguez",United States,USD,Union,1660,07-11-23,08-11-23,AP Processing,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,154203,Marc Moore,07-11-23,1489 - Lake Steven,yE73BV-346,"Bridges, Lucas and Johns",United States,USD,Union,1773502,07-11-23,13-11-23,AP Processing,07-11-23,13-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,4.00,Nov-23,,,,,
1,Union,727481,Sharon Cherry,07-11-23,2755 - North David,db68VF-293,Dyer and Sons,United States,USD,Union,503281,07-11-23,08-11-23,AP Processing,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Nov-23,,,,,
1,Union,753244,Sierra Johnson,07-11-23,9585 - jasonside,CY37Fs-038,Ford and Sons,United States,USD,Union,42161,07-11-23,08-11-23,AP Processing,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Nov-23,,,,,
1,Union,106727,Evelyn Galvan,07-11-23,6997 - Adamport,bH64Hk-385,Ortiz Inc,United States,USD,Union,10070,07-11-23,08-11-23,AP Processing,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,535629,Sharon Cochran,07-11-23,4435 - East Christian,VW57vX-044,"Bernard, Chavez and Gomez",United States,USD,Union,147047,07-11-23,08-11-23,AP Processing,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,663735,Richard Rodriguez,07-11-23,3125 - Lake Benjamin,xO54GI-283,Moore and Sons,United States,USD,Union,35044,07-11-23,08-11-23,AP Processing,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,344365,Shannon Walker,07-11-23,4635 - Mahoneyberg,Lr74oI-210,Galloway and Sons,United States,USD,Union,811440,07-11-23,08-11-23,AP Processing,07-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Nov-23,,,,,
1,Union,274395,Julia Torres,07-11-23,5681 - West Allisonville,PU05qV-479,"Roberts, Jordan and Williams",United States,USD,Union,185978,07-11-23,09-11-23,AP Processing,07-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,Engie,528344,Crystal Johnson,07-11-23,8698 - New Johnton,hH89WB-830,Beasley-Tate,Canada,CAD,Engie Bills,4649,07-11-23,07-11-23,Engie Portal,07-11-23,07-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Engie,724677,Garrett Lin,07-11-23,5229 - Kennethport,YT08oK-075,"Gomez, Shea and Roach",Canada,CAD,Engie Bills,871,07-11-23,07-11-23,Engie Portal,07-11-23,07-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Union,274151,Diana May,08-11-23,1274 - Robinsonhaven,CW39WB-856,"West, Smith and Jones",United States,USD,Union,11981,08-11-23,08-11-23,AP Processing,08-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Union,610383,William Herrera,08-11-23,5999 - Scottfort,cL00Gp-427,Johnson and Sons,United States,USD,Union,433637,08-11-23,08-11-23,AP Processing,08-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Nov-23,,,,,
1,Union,112361,Ashley Waller,08-11-23,5817 - Dyershire,OL96tO-548,"Buckley, Mitchell and Bryant",United States,USD,Union,1487058,08-11-23,08-11-23,AP Processing,08-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Nov-23,,,,,
1,Union,314093,Victor Baker,08-11-23,2750 - West Mariah,nA33oq-805,Campbell-Peters,United States,USD,Union,106233,08-11-23,08-11-23,AP Processing,08-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Nov-23,,,,,
1,Union,275943,Jeffrey Chandler,08-11-23,4516 - Daniellemouth,cq71XX-678,Logan Ltd,United States,USD,Union,60793,08-11-23,08-11-23,AP Processing,08-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Union,670242,Larry Dixon,08-11-23,1480 - New Maria,qw78Yi-054,Daniels Inc,United States,USD,Union,242057,08-11-23,10-11-23,AP Processing,08-11-23,10-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,Union,910204,Kenneth Scott,08-11-23,6380 - Micheleside,qL92gs-582,"Jones, Flores and Robles",United States,USD,Union,37076,08-11-23,09-11-23,AP Processing,08-11-23,09-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,395512,April Frost,08-11-23,9329 - South Dustin,uK80lg-874,Powell-King,United States,USD,Union,887,08-11-23,14-11-23,AP Processing,08-11-23,14-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,4.00,Nov-23,,,,,
1,Engie,484909,Michelle Harmon,08-11-23,9173 - PORT ZACHARY,wH89Ey-310,Flores-Case,United States,USD,Engie Bills,9852,08-11-23,08-11-23,Engie Portal,08-11-23,08-11-23, COMPLETED ,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Nov-23,,,,,
1,Engie,490127,Helen Jones,08-11-23,1919 - South Sarah,eJ86rf-946,"Baker, Burke and Gardner",United States,USD,Engie Bills,9078,08-11-23,08-11-23,Engie Portal,08-11-23,08-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,0.00,Nov-23,,,,,
1,Check Request,794530,Erin Edwards,31-10-23,1032 - New Michael,gQ65FJ-714,"Roy, Mendoza and Hicks",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,4608,09-11-23,10-11-23,Processor,09-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,234978,Michelle Evans,09-11-23,8856 - New Matthewstad,zA74mi-105,"Soto, Williams and Schneider",United States,USD,Union,189326,09-11-23,10-11-23,AP Processing,09-11-23,10-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,832472,Jason Powell,09-11-23,3149 - Deborahchester,cl62Xv-463,Franklin-Rogers,Canada,CAD,Union,20885,09-11-23,10-11-23,AP Processing,09-11-23,10-11-23, COMPLETED ,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Check Request,458143,Cameron Fisher,09-11-23,8175 - West Rebeccashire,vE78Jy-653,Smith PLC,United States,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,7205,09-11-23,10-11-23,Processor,09-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,408527,Megan Orr,09-11-23,4799 - East Brianhaven,Xb66oj-736,Bennett Group,Canada,CAD,Union,11021,09-11-23,10-11-23,AP Processing,09-11-23,10-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,582767,Elizabeth Kelley,09-11-23,6132 - New Rodneymouth,JB11fw-245,Dominguez and Sons,Canada,CAD,Union,6432,09-11-23,10-11-23,AP Processing,09-11-23,10-11-23,COMPLETED,No Pending Reason,No Pending Party,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Union,115406,Dustin Jordan,09-11-23,3911 - Josehaven,tq47ST-998,Sanders Group,Canada,CAD,Union,709576,09-11-23,10-11-23,AP Processing,09-11-23,10-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Nov-23,,,,,
1,Union,466684,Mary Marshall,09-11-23,7296 - Hughesmouth,MA18Gn-519,"Rodriguez, Taylor and Shelton",Canada,CAD,Union,1951267,09-11-23,10-11-23,AP Processing,09-11-23,10-11-23,COMPLETED,No Pending Reason,No Pending Party,Pass,Prashanth,Passed,1.00,Nov-23,,,,,
1,Check Request,857183,Daniel Kennedy,08-11-23,4237 - Port Jeanetteport,LO27dG-628,Huff-Walker,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,450,10-11-23,20-11-23,Processor,10-11-23,20-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,6.00,Nov-23,,,,,
1,Check Request,761280,Rebecca Jackson,10-11-23,8291 - brendaville,xL23Aa-710,Stone PLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,24038,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Pass,Prashanth,Passed,0.00,Nov-23,,,,,
2,Check Request,278069,Jose Schultz,21-06-23,9243 - Jillianhaven,br23CT-398,Hansen-Torres,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,11953,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,738750,Robert Potter,05-07-23,4265 - Lake Jonathan,rm32SW-722,"Fuller, Avila and English",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,159,10-11-23,13-11-23,Processor,10-11-23,13-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Check Request,398298,Courtney Gonzalez,01-08-23,3735 - Josephton,Bi75wK-811,Smith-Sanchez,Canada,CAD,Legal Obligations (i.e. Taxes),536,10-11-23,21-11-23,Processor,10-11-23,21-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,7.00,Nov-23,,,,,
1,Check Request,502886,David Alvarez,07-08-23,6774 - West Anthony,xe69hr-718,Garner LLC,United States,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,5148,10-11-23,13-11-23,Processor,10-11-23,13-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Check Request,462386,Angel Perry,11-08-23,4131 - Larsonstad,mh77Su-716,Crawford LLC,United States,USD,Legal Obligations (i.e. Taxes),1600,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,537672,Cheyenne Horton,16-08-23,1087 - Kristenborough,Yz93jP-809,"Henson, Davis and Bird",Canada,CAD,Legal Obligations (i.e. Taxes),5010,10-11-23,10-11-23,Processor,10-11-23,10-11-23, COMPLETED ,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,382899,David Douglas Jr.,23-08-23,5045 - michellehaven,HV78Ke-611,Tate LLC,United States,USD,Legal Obligations (i.e. Taxes),13973,10-11-23,13-11-23,Processor,10-11-23,13-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Check Request,706550,Patricia Rodriguez,12-09-23,1437 - Port Bryanberg,XX92TR-834,"Norton, Montgomery and Sherman",United States,USD,Utility,500,10-11-23,13-11-23,Processor,10-11-23,13-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Check Request,107043,Christopher Rubio,15-09-23,4545 - South Samuel,QG40ov-260,"Lewis, Sims and Vang",United States,USD,Legal Obligations (i.e. Taxes),222,10-11-23,14-11-23,Processor,10-11-23,14-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,Check Request,171066,Amber Wright,15-09-23,4551 - Kevinmouth,OO88nx-974,Porter Inc,United States,USD,Legal Obligations (i.e. Taxes),25,10-11-23,14-11-23,Processor,10-11-23,14-11-23, COMPLETED ,-,-,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
3,Check Request,217923,Joyce Solis,26-09-23,3816 - Peckview,sk40at-858,"Ross, Nielsen and Baker",United States,USD,Legal Obligations (i.e. Taxes),350,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,724142,Victoria Larson,27-09-23,8165 - Autumnburgh,GF95yD-492,Gonzalez-Scott,United States,USD,Legal Obligations (i.e. Taxes),4268,10-11-23,22-11-23,Processor,10-11-23,22-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,8.00,Nov-23,,,,,
1,Check Request,323479,Stephanie Salazar,02-10-23,4054 - Justinville,WH56AA-753,"Thomas, Charles and Long",United States,USD,Utility,17516,10-11-23,14-11-23,Processor,10-11-23,14-11-23,COMPLETED,-,-,Pass,Prashanth,Passed,2.00,Nov-23,,,,,
1,Check Request,244617,Kathy Rivas,04-10-23,2461 - East Willie,Pn88WL-145,"Ramos, Jimenez and Johnson",United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,152,10-11-23,21-11-23,Processor,10-11-23,21-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,7.00,Nov-23,,,,,
1,Check Request,559876,Stephanie Manning,09-10-23,4399 - Port Keith,Fn24mZ-133,Garcia and Sons,United States,USD,Legal Obligations (i.e. Taxes),292514,10-11-23,07-12-23,Processor,10-11-23,07-12-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,19.00,Nov-23,,,,,
1,Check Request,152924,David Wright,10-10-23,9612 - South Caitlyn,gM26Ot-408,"Shannon, Brooks and Garza",United States,USD,Utility,500,10-11-23,10-11-23,Processor,10-11-23,10-11-23, COMPLETED ,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,435965,Pamela Boyd,17-10-23,4682 - north trevorport,Xj44bH-890,Hays-Costa,Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1022,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,866039,Denise Jones,20-10-23,3251 - Patriciaport,NL42gK-735,May-Brown,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,20439,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Pass,Prashanth,Passed,0.00,Nov-23,,,,,
1,Check Request,730491,Devon Flores,20-10-23,3536 - ashleychester,Bq21Tr-578,"Montgomery, Parker and Anderson",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,73421,10-11-23,13-11-23,Processor,10-11-23,13-11-23,COMPLETED,-,-,Pass,Prashanth,Passed,1.00,Nov-23,,,,,
1,Check Request,326557,Brenda Hall,20-10-23,2195 - Mosleyville,Zk82aY-961,Cole-Hernandez,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,8675,10-11-23,13-11-23,Processor,10-11-23,13-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,1.00,Nov-23,,,,,
1,Check Request,574444,Michelle Brown,20-10-23,1575 - Simmonsborough,ch52Kd-870,Faulkner-Wilson,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,589461,10-11-23,13-11-23,Processor,10-11-23,13-11-23,COMPLETED,-,-,Pass,Prashanth,Passed,1.00,Nov-23,,,,,
1,Check Request,301712,Joshua Perry,27-10-23,1255 - Kristinfort,je62OQ-465,"Leblanc, Greer and Hood",United States,USD,Legal Obligations (i.e. Taxes),1016,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,151167,Jason Stein,27-10-23,2856 - East Markshire,qs22oD-562,Lopez PLC,United States,USD,Legal Obligations (i.e. Taxes),167,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,176477,Melissa Gates,27-10-23,3601 - West Rachel,BA62wq-920,Taylor-Rios,United States,USD,Legal Obligations (i.e. Taxes),17034,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,238197,Jamie Smith,30-10-23,4052 - PORT SHANNON,mC56dC-670,Boyd-Smith,United States,USD,Legal Obligations (i.e. Taxes),221,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,556723,Paul Castaneda,31-10-23,9469 - Bakertown,Tx01EX-095,"Miller, Koch and Williams",United States,USD,Legal Obligations (i.e. Taxes),1773,10-11-23,14-11-23,Processor,10-11-23,14-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,2.00,Nov-23,,,,,
1,Check Request,378815,Jennifer Adkins,31-10-23,3684 - Turnerberg,vX53SC-882,Ward-Pope,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1150,10-11-23,10-11-23,Unknown Stage,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
1,Check Request,592048,Lindsey Walker,01-11-23,3379 - South Dylan,gE84PX-371,Foster Inc,United States,USD,Legal Obligations (i.e. Taxes),400,10-11-23,10-11-23,Processor,10-11-23,10-11-23,COMPLETED,-,-,Not audited,Not Applicable,No Comments,0.00,Nov-23,,,,,
